Species name,Clade name,wing length,tail length,tarsus length,middle toe length,bill length,bill width,bill depth,Neotropics,Afrotropics,Orient,Australasia,other region
Chloropsis cyanopogon,Passerida,85.0,62.0,18.3,9.3,21.0,6.7,5.4,0,0,1,0,0
Chloropsis sonnerati,Passerida,97.0,70.0,18.8,11.0,25.5,7.7,6.7,0,0,1,0,0
Chrysomus icterocephalus,Passerida,85.7,65.7,25.2,17.5,20.9,8.4,8.5,1,0,0,0,0
Chrysomus ruficapillus,Passerida,91.5,69.0,26.0,20.0,19.7,8.6,8.1,1,0,0,0,0
Chrysothlypis chrysomelas,Passerida,64.0,45.0,17.3,10.4,15.5,6.8,5.5,1,0,0,0,0
Cichladusa arquata,Passerida,85.0,84.0,28.9,18.5,20.3,8.3,6.8,0,1,0,0,0
Cichladusa guttata,Passerida,81.0,74.0,25.8,15.7,19.6,8.1,5.5,0,1,0,0,0
Cinclocerthia ruficauda,Passerida,102.0,85.5,30.5,22.3,40.4,8.6,7.3,0,0,0,0,1
Cinclus cinclus,Passerida,91.7,48.0,28.4,21.0,20.9,6.9,5.4,0,0,1,0,1
Cinclus leucocephalus,Passerida,82.3,44.8,27.9,20.2,18.2,6.4,5.9,1,0,0,0,0
Cinclus mexicanus,Passerida,90.0,45.5,30.9,22.1,22.1,5.8,5.6,1,0,0,0,1
Cinclus pallasii,Passerida,105.5,56.5,31.9,24.5,26.1,7.4,6.7,0,0,1,0,1
Cinclus schulzi,Passerida,79.0,41.0,27.5,18.2,17.8,6.2,5.1,1,0,0,0,0
Cinnyricinclus femoralis,Passerida,100.5,74.0,23.1,17.6,16.8,8.6,6.4,0,1,0,0,0
Cinnyricinclus leucogaster,Passerida,105.0,60.7,22.0,16.6,19.1,9.7,6.7,0,1,0,0,0
Cinnyricinclus sharpii,Passerida,100.0,66.0,21.0,17.3,15.3,8.9,6.1,0,1,0,0,0
Cissopis leverianus,Passerida,112.0,128.0,25.8,16.5,20.0,9.8,10.3,1,0,0,0,0
Cisticola cantans,Passerida,55.0,48.0,24.2,13.9,16.0,5.9,4.7,0,1,0,0,0
Cisticola chubbi,Passerida,61.0,61.0,24.5,16.8,15.7,6.1,5.0,0,1,0,0,0
Cisticola fulvicapilla,Passerida,47.0,35.0,16.7,9.8,11.6,4.2,4.1,0,1,0,0,0
Cisticola galactotes,Passerida,63.0,48.0,23.3,14.6,15.5,5.5,4.9,0,1,0,0,0
Cisticola nanus,Passerida,44.0,39.0,17.1,11.3,10.4,4.6,3.5,0,1,0,0,0
Cistothorus palustris,Passerida,49.0,39.0,21.1,14.2,16.5,4.8,3.6,1,0,0,0,1
Clypicterus oseryi,Passerida,209.0,149.0,40.9,31.0,48.2,19.5,24.5,1,0,0,0,0
Cnemophilus macgregorii,Passerida,107.3,98.5,41.0,24.4,25.7,12.2,8.4,0,0,0,1,0
Coccothraustes coccothraustes,Passerida,107.0,60.0,21.5,20.1,24.5,15.0,16.4,0,0,1,0,1
Coccothraustes vespertinus,Passerida,110.0,63.0,20.1,17.8,22.9,14.0,14.5,0,0,0,0,1
Coereba flaveola,Passerida,58.0,36.7,16.8,10.9,15.5,4.9,5.0,1,0,0,0,1
Conirostrum bicolor,Passerida,63.0,46.0,17.7,8.7,13.7,7.0,5.4,1,0,0,0,0
Copsychus malabaricus,Passerida,97.0,127.0,24.9,16.9,21.4,5.8,5.5,0,0,1,0,0
Copsychus saularis,Passerida,104.0,91.0,29.3,16.7,24.2,6.6,6.2,0,0,1,0,0
Coryphospingus pileatus,Passerida,66.0,50.0,18.5,12.3,14.4,7.1,7.2,1,0,0,0,0
Cosmopsarus regius,Passerida,129.5,170.0,32.4,21.3,24.2,10.0,7.0,0,1,0,0,0
Cosmopsarus unicolor,Passerida,125.8,164.8,34.5,21.5,22.9,10.4,8.1,0,1,0,0,0
Cossypha anomala,Passerida,81.0,61.0,31.6,20.2,18.1,7.5,5.5,0,1,0,0,0
Cossypha caffra,Passerida,84.0,72.0,30.3,17.8,18.9,6.8,5.1,0,1,0,0,0
Cossypha cyanocampter,Passerida,80.0,65.0,27.7,16.8,18.3,8.2,6.8,0,1,0,0,0
Cossypha niveicapilla,Passerida,95.0,86.0,26.9,17.0,18.7,9.0,6.0,0,1,0,0,0
Creatophora cinerea,Passerida,115.0,71.5,28.9,24.2,26.5,13.0,8.5,0,1,0,0,0
Creurgops verticalis,Passerida,81.0,67.5,20.6,13.4,18.5,9.4,8.0,1,0,0,0,0
Criniger barbatus,Passerida,105.8,88.5,22.6,13.0,22.8,7.5,6.8,0,1,0,0,0
Criniger calurus,Passerida,85.3,76.0,19.4,12.5,19.6,6.6,5.3,0,1,0,0,0
Cryptospiza reichenovii,Passerida,57.0,41.0,17.5,15.4,12.3,6.2,7.0,0,1,0,0,0
Cryptospiza salvadorii,Passerida,61.0,41.0,17.6,15.3,11.9,6.3,6.5,0,1,0,0,0
Curaeus curaeus,Passerida,125.5,107.0,27.8,20.8,33.1,10.4,13.0,1,0,0,0,0
Cyanerpes caeruleus,Passerida,56.0,28.5,14.3,9.8,22.1,5.1,4.1,1,0,0,0,0
Cyanerpes cyaneus,Passerida,62.0,36.0,14.5,10.7,21.1,6.7,4.8,1,0,0,0,1
Cyanocompsa cyanoides,Passerida,78.0,68.0,20.3,14.4,20.3,9.9,12.6,1,0,0,0,0
Cyornis banyumas,Passerida,78.0,62.0,19.9,15.1,15.7,9.0,4.8,0,0,1,0,0
Cyornis tickelliae,Passerida,76.0,60.0,18.0,12.6,15.4,6.7,4.5,0,0,1,0,0
Cyornis turcosus,Passerida,74.0,55.0,17.5,10.7,16.2,6.8,3.9,0,0,1,0,0
Cyphorhinus arada,Passerida,66.0,31.0,23.3,15.7,22.6,4.8,4.2,1,0,0,0,0
Cyphorhinus phaeocephalus,Passerida,57.0,25.0,21.3,12.8,17.6,4.6,3.9,1,0,0,0,0
Dacnis cayana,Passerida,63.7,43.3,16.1,9.7,15.2,5.9,4.8,1,0,0,0,0
Dacnis lineata,Passerida,59.5,41.5,14.3,9.0,13.9,4.9,4.0,1,0,0,0,0
Delichon urbicum,Passerida,114.0,54.0,9.8,11.7,9.8,7.4,4.3,0,0,1,0,1
Dendroica adelaidae,Passerida,50.0,42.0,18.6,9.6,13.5,5.5,3.7,0,0,0,0,1
Dendroica caerulescens,Passerida,64.0,51.0,18.5,10.8,13.0,3.8,3.3,0,0,0,0,1
Dendroica cerulea,Passerida,63.0,43.0,16.4,10.1,13.0,3.8,3.6,0,0,0,0,1
Dendroica coronata,Passerida,71.5,55.0,18.5,13.5,13.2,5.8,4.4,0,0,0,0,1
Dendroica discolor,Passerida,56.0,45.5,19.4,11.9,12.2,4.5,3.5,0,0,0,0,1
Dendroica dominica,Passerida,65.0,51.0,17.3,12.3,16.5,3.5,3.5,0,0,0,0,1
Dendroica fusca,Passerida,65.0,48.0,17.5,11.3,13.5,3.8,3.5,0,0,0,0,1
Dendroica graciae,Passerida,63.0,47.0,17.1,10.6,12.4,5.0,3.7,0,0,0,0,1
Dendroica magnolia,Passerida,58.5,45.0,17.1,11.3,13.0,5.2,3.9,0,0,0,0,1
Dendroica nigrescens,Passerida,61.0,50.0,17.5,10.2,12.6,5.5,3.9,0,0,0,0,1
Dendroica pensylvanica,Passerida,61.5,48.5,17.7,10.4,13.1,4.9,4.0,0,0,0,0,1
Dendroica petechia,Passerida,61.6,46.2,19.7,11.6,13.8,5.2,4.0,1,0,0,0,1
Dendroica pharetra,Passerida,63.0,52.0,18.7,10.3,14.6,5.4,4.3,0,0,0,0,1
Dendroica pinus,Passerida,75.0,55.0,19.9,14.5,16.1,7.2,6.0,0,0,0,0,1
Dendroica virens,Passerida,62.0,47.0,17.5,10.1,13.2,5.6,4.5,0,0,0,0,1
Dendronanthus indicus,Passerida,80.0,67.0,22.2,15.4,17.3,4.1,4.4,0,0,1,0,1
Dicaeum agile,Passerida,61.0,30.0,12.9,7.7,11.6,5.5,4.1,0,0,1,1,0
Dicaeum geelvinkianum,Passerida,51.0,25.0,10.6,7.5,11.0,5.0,3.6,0,0,0,1,0
Dicaeum trochileum,Passerida,51.5,24.5,13.2,8.4,12.4,5.7,4.1,0,0,1,1,0
Dinemellia dinemelli,Passerida,117.0,72.5,30.6,21.7,25.4,12.2,13.7,0,1,0,0,0
Dioptrornis chocolatinus,Passerida,87.0,71.0,22.7,15.0,17.0,8.1,5.9,0,0,0,0,1
Diuca diuca,Passerida,89.0,73.0,22.3,14.3,17.5,8.6,9.7,1,0,0,0,0
Dives dives,Passerida,120.0,114.0,38.5,25.1,30.6,11.7,13.4,1,0,0,0,0
Dolichonyx oryzivorus,Passerida,93.0,61.0,25.8,22.5,16.1,8.4,8.8,0,0,0,0,1
Dromaeocercus brunneus,Passerida,53.0,98.0,19.8,16.4,13.1,5.5,4.1,0,0,0,0,1
Dulus dominicus,Passerida,85.0,65.3,23.8,25.8,17.0,9.2,6.7,0,0,0,0,1
Dumetella carolinensis,Passerida,90.0,93.0,27.9,19.0,20.5,4.6,5.3,0,0,0,0,1
Eminia lepida,Passerida,72.0,65.0,25.6,18.7,20.1,7.0,5.1,0,1,0,0,0
Empidornis semipartitus,Passerida,93.0,86.0,21.1,13.9,15.8,8.1,5.5,0,0,0,0,1
Enicurus leschenaulti,Passerida,104.0,113.0,27.9,16.7,24.5,5.3,4.9,0,0,1,0,1
Enicurus ruficapillus,Passerida,94.0,77.0,27.2,14.9,23.0,5.5,4.8,0,0,1,0,0
Enicurus schistaceus,Passerida,98.0,122.0,26.2,17.3,20.3,7.4,4.9,0,0,1,0,0
Enicurus scouleri,Passerida,75.0,43.0,25.5,15.9,14.3,5.3,4.2,0,0,1,0,1
Eophona personata,Passerida,110.0,77.0,23.2,19.8,27.5,15.3,16.9,0,0,0,0,1
Eopsaltria australis,Passerida,79.5,62.0,21.1,18.1,14.3,5.8,4.7,0,0,0,1,0
Eremomela badiceps,Passerida,52.0,37.0,17.6,10.2,14.1,6.5,4.3,0,1,0,0,0
Eremomela icteropygialis,Passerida,56.0,32.0,17.8,9.9,11.4,4.3,3.8,0,1,0,0,0
Eremophila alpestris,Passerida,101.0,66.0,21.5,11.7,14.9,8.1,6.1,1,0,1,0,1
Eremopsaltria mongolicus,Passerida,93.0,54.0,17.3,14.9,12.7,7.1,8.8,0,0,1,0,1
Eremopterix leucotis,Passerida,78.0,46.0,16.4,10.6,12.8,6.5,7.1,0,1,0,0,0
Erithacus rubecula,Passerida,70.0,55.0,25.8,14.3,13.9,6.3,3.9,0,1,1,0,1
Erythrocercus mccallii,Passerida,49.0,43.2,15.6,7.7,10.8,4.8,2.9,0,1,0,0,0
Erythrura cyaneovirens,Passerida,56.0,38.0,16.5,13.4,12.0,6.3,7.1,0,0,0,1,0
Erythrura prasina,Passerida,58.0,60.0,15.0,12.6,14.9,7.3,8.0,0,0,1,0,0
Estrilda astrild,Passerida,50.0,46.0,14.4,11.4,10.4,5.9,6.3,0,1,0,0,0
Estrilda atricapilla,Passerida,46.0,43.0,15.0,12.7,10.2,5.7,5.7,0,1,0,0,0
Estrilda erythronotos,Passerida,50.0,52.0,14.0,12.2,11.2,5.4,5.5,0,1,0,0,0
Estrilda melpoda,Passerida,46.0,39.0,13.6,12.8,10.7,5.7,6.1,0,1,0,0,0
Estrilda nonnula,Passerida,48.0,50.0,15.1,12.3,9.7,5.8,6.7,0,1,0,0,0
Estrilda quartinia,Passerida,43.0,33.0,12.4,10.5,8.8,4.4,4.7,0,1,0,0,0
Eumyias thalassinus,Passerida,78.0,62.0,17.7,13.9,13.9,8.3,5.7,0,0,1,0,1
Euneornis campestris,Passerida,69.0,49.0,17.9,12.8,15.9,7.7,6.9,0,0,0,0,1
Eupetes macrocerus,Passerida,95.7,128.3,42.8,22.2,31.7,9.4,7.0,0,0,1,0,0
Euphagus cyanocephalus,Passerida,123.0,94.0,31.4,20.8,22.0,9.4,8.8,0,0,0,0,1
Euphonia anneae,Passerida,62.0,35.0,16.7,11.6,11.9,6.9,6.5,1,0,0,0,0
Euphonia chrysopasta,Passerida,59.5,37.0,15.1,9.4,11.7,6.6,5.8,1,0,0,0,0
Euphonia fulvicrissa,Passerida,51.0,27.0,15.0,10.2,10.6,6.5,5.3,1,0,0,0,0
Euphonia gouldi,Passerida,55.0,30.0,15.2,10.7,11.2,6.7,5.3,1,0,0,0,0
Euphonia jamaica,Passerida,66.0,39.0,17.8,12.3,11.4,7.4,7.0,0,0,0,0,1
Euphonia laniirostris,Passerida,63.0,36.3,14.7,9.5,11.6,7.1,6.2,1,0,0,0,0
Euphonia luteicapilla,Passerida,53.0,31.0,14.0,9.7,9.8,6.2,4.7,1,0,0,0,0
Euphonia minuta,Passerida,64.0,29.0,12.4,8.5,10.8,5.7,4.4,1,0,0,0,0
Euphonia musica,Passerida,62.0,36.0,15.0,10.4,10.4,7.3,5.7,1,0,0,0,0
Euphonia rufiventris,Passerida,63.5,32.0,16.7,14.6,13.4,7.5,6.2,1,0,0,0,0
Euphonia violacea,Passerida,59.0,31.0,15.3,8.8,11.4,8.1,6.3,1,0,0,0,0
Euphonia xanthogaster,Passerida,63.0,35.0,15.7,9.7,11.1,6.0,5.6,1,0,0,0,0
Euplectes gierowii,Passerida,79.0,48.0,23.2,17.2,15.2,8.9,10.2,0,1,0,0,0
Euplectes nigroventris,Passerida,55.0,29.0,18.7,15.7,14.6,7.6,8.5,0,1,0,0,0
Ficedula albicollis,Passerida,81.0,78.0,17.3,12.6,12.4,6.0,4.2,0,0,1,0,1
Ficedula dumetoria,Passerida,60.0,41.0,17.5,10.7,14.1,5.5,3.6,0,0,1,0,0
Ficedula narcissina,Passerida,81.0,54.0,17.0,14.2,14.5,7.6,4.6,0,0,1,0,1
Ficedula tricolor,Passerida,56.0,45.0,19.3,14.0,12.7,5.9,3.9,0,0,1,0,1
Foudia madagascariensis,Passerida,71.0,44.0,19.4,15.5,15.8,8.8,9.7,0,0,0,0,1
Fraseria ocreata,Passerida,97.2,69.8,21.5,14.6,20.0,8.8,6.6,0,0,0,0,1
Fringilla coelebs,Passerida,86.3,61.8,18.4,14.6,15.0,7.0,7.8,0,0,0,0,1
Fringilla montifringilla,Passerida,88.8,57.0,18.9,14.8,14.8,7.3,8.1,0,0,0,0,1
Fringilla teydea,Passerida,93.5,71.5,22.3,16.4,18.8,9.2,11.1,0,1,0,0,0
Galerida cristata,Passerida,108.0,63.0,26.1,17.9,19.8,7.2,6.6,0,0,0,0,1
Galerida theklae,Passerida,106.0,67.0,24.0,16.2,16.2,6.5,5.9,0,0,1,0,0
Garrulax albogularis,Passerida,132.0,136.0,44.9,24.9,27.5,12.0,9.7,0,0,1,0,0
Garrulax canorus,Passerida,95.5,101.5,35.4,23.4,23.9,9.2,8.1,0,0,1,0,0
Garrulax leucolophus,Passerida,134.0,115.0,44.5,31.3,29.8,10.6,10.2,0,0,1,0,0
Garrulax ocellatus,Passerida,135.0,153.0,46.7,28.4,30.2,10.9,9.7,0,0,1,0,0
Garrulax pectoralis,Passerida,135.5,141.0,43.7,27.7,29.5,11.3,10.4,0,0,1,0,0
Garrulax rufogularis,Passerida,96.0,107.0,36.3,21.4,23.6,9.3,7.6,0,0,1,0,0
Garrulax sannio,Passerida,99.0,119.0,37.0,23.4,25.4,9.6,7.9,0,0,1,0,1
Garrulax subunicolor,Passerida,96.0,109.0,37.9,21.8,18.9,7.9,7.1,0,0,1,0,0
Geospiza conirostris,Passerida,77.0,45.0,17.7,18.0,21.7,11.0,14.9,1,0,0,0,0
Geospiza difficilis,Passerida,67.0,39.0,20.6,15.9,15.0,7.1,8.2,1,0,0,0,0
Geospiza fortis,Passerida,69.0,42.0,20.7,16.1,16.7,10.0,11.6,1,0,0,0,0
Geospiza fuliginosa,Passerida,61.0,37.0,18.6,13.5,12.5,6.6,8.1,1,0,0,0,0
Geospiza magnirostris,Passerida,80.0,49.0,23.4,18.6,22.4,13.6,18.7,1,0,0,0,0
Geospiza scandens,Passerida,70.0,41.0,21.4,16.5,19.9,7.8,9.5,1,0,0,0,0
Geothlypis trichas,Passerida,58.0,54.0,18.3,13.1,14.3,6.5,5.2,0,0,0,0,1
Gnorimopsar chopi,Passerida,122.0,92.5,29.9,22.9,25.1,10.6,11.5,1,0,0,0,0
Gracula religiosa,Passerida,177.0,88.5,38.0,32.7,35.9,16.1,17.6,0,0,1,1,0
Habia gutturalis,Passerida,97.0,87.0,26.1,16.9,21.9,12.6,10.2,1,0,0,0,0
Habia rubica,Passerida,91.0,79.0,23.5,14.2,19.2,10.0,9.3,1,0,0,0,0
Heleia muelleri,Passerida,66.0,52.0,20.3,13.4,17.4,6.4,5.0,0,0,0,1,0
Heliolais erythropterus,Passerida,50.5,52.0,21.0,12.1,16.1,5.6,4.9,0,1,0,0,0
Helmitheros vermivorum,Passerida,68.0,48.0,18.2,12.5,16.5,4.2,4.3,0,0,0,0,1
Hemithraupis flavicollis,Passerida,67.3,47.5,16.2,10.7,14.7,6.1,5.3,1,0,0,0,0
Hemithraupis guira,Passerida,67.5,49.7,15.4,10.2,14.2,5.5,5.0,1,0,0,0,0
Henicorhina leucophrys,Passerida,56.0,27.0,23.0,16.9,16.7,5.8,4.2,1,0,0,0,0
Henicorhina leucosticta,Passerida,53.0,26.0,21.9,14.4,17.1,5.5,3.8,1,0,0,0,0
Hippolais caligata,Passerida,61.0,47.0,20.7,12.5,14.1,4.9,3.6,0,0,0,0,1
Hippolais icterina,Passerida,78.4,49.9,20.6,11.1,16.0,5.1,3.6,0,0,0,0,1
Hirundo fuligula,Passerida,110.0,46.0,11.5,11.8,10.7,8.2,3.8,0,1,0,0,0
Hirundo neoxena,Passerida,113.0,75.0,10.1,12.5,8.9,6.1,3.3,0,0,0,1,0
Hirundo nigricans,Passerida,97.0,45.5,10.3,11.0,8.4,6.7,3.5,0,0,0,1,0
Histurgops ruficaudus,Passerida,123.0,90.0,30.0,21.9,22.9,12.2,12.2,0,1,0,0,0
Hylia prasina,Passerida,63.4,40.9,17.5,9.7,13.4,5.0,3.7,0,1,0,0,0
Hylocichla mustelina,Passerida,108.0,70.0,30.9,18.8,19.3,5.4,5.1,0,0,0,0,1
Hypargos niveoguttatus,Passerida,58.0,51.0,18.1,13.6,12.7,7.9,8.0,0,1,0,0,0
Hypocolius ampelinus,Passerida,99.8,103.0,24.4,22.0,17.6,10.2,6.8,0,1,0,0,0
Hypogramma hypogrammicum,Passerida,65.0,46.0,15.4,9.6,21.5,4.9,3.7,0,0,1,0,0
Hypopyrrhus pyrohypogaster,Passerida,132.5,121.0,34.6,22.5,29.0,12.2,13.7,1,0,0,0,0
Icteria virens,Passerida,76.0,75.0,26.0,16.0,17.9,5.5,6.3,1,0,0,0,1
Icterus auratus,Passerida,95.5,86.5,23.8,16.6,21.1,9.1,8.9,1,0,0,0,0
Icterus auricapillus,Passerida,91.5,84.8,21.9,17.1,21.8,8.5,7.8,1,0,0,0,0
Icterus bonana,Passerida,88.0,81.0,23.6,16.2,24.7,9.1,8.5,0,0,0,0,1
Icterus cayanensis,Passerida,96.0,94.1,22.2,19.2,21.9,8.2,8.1,1,0,0,0,0
Icterus chrysater,Passerida,92.8,94.5,25.6,19.8,24.7,10.2,10.6,1,0,0,0,0
Icterus cucullatus,Passerida,89.0,85.5,23.0,16.8,23.2,9.2,7.4,1,0,0,0,1
Icterus dominicensis,Passerida,104.0,110.0,24.3,20.1,23.0,8.8,7.5,1,0,0,0,1
Icterus galbula,Passerida,95.1,73.5,23.6,16.8,20.3,8.3,8.5,0,0,0,0,1
Icterus graceannae,Passerida,95.0,93.0,26.8,18.4,22.8,10.2,9.4,1,0,0,0,0
Icterus graduacauda,Passerida,100.0,99.0,27.4,18.8,25.3,11.9,11.8,1,0,0,0,1
Icterus gularis,Passerida,112.5,100.0,29.9,21.5,27.6,12.8,13.6,1,0,0,0,0
Icterus icterus,Passerida,105.5,95.0,29.1,20.9,27.6,10.9,10.2,1,0,0,0,0
Icterus jamacaii,Passerida,111.0,97.0,30.2,23.1,26.5,10.7,11.0,1,0,0,0,0
Icterus leucopteryx,Passerida,102.0,84.0,24.3,17.5,24.3,11.2,10.9,0,0,0,0,1
Icterus maculialatus,Passerida,103.0,96.0,24.6,16.5,23.2,8.9,8.2,1,0,0,0,0
Icterus mesomelas,Passerida,94.5,96.5,29.8,21.1,24.6,9.4,9.6,1,0,0,0,0
Icterus nigrogularis,Passerida,93.5,83.9,25.7,16.3,23.4,10.0,11.0,1,0,0,0,0
Icterus oberi,Passerida,94.5,93.5,25.9,18.5,27.2,10.0,10.0,0,0,0,0,1
Icterus parisorum,Passerida,102.0,84.0,24.8,19.1,25.5,9.0,8.4,1,0,0,0,1
Icterus pectoralis,Passerida,104.5,92.0,28.8,19.6,24.2,11.4,9.9,1,0,0,0,0
Icterus prosthemelas,Passerida,85.0,90.0,23.0,16.4,23.1,8.1,8.0,1,0,0,0,1
Icterus pustulatus,Passerida,103.0,84.0,24.4,17.8,24.8,10.0,10.1,1,0,0,0,0
Icterus spurius,Passerida,79.0,66.9,22.1,15.6,19.2,7.1,6.7,1,0,0,0,0
Icterus wagleri,Passerida,106.0,109.0,26.2,21.3,26.5,8.9,8.4,1,0,0,0,0
Illadopsis cleaveri,Passerida,75.5,56.0,26.1,15.5,17.2,6.8,4.9,0,1,0,0,0
Illadopsis fulvescens,Passerida,74.5,64.3,22.0,13.9,19.6,6.7,5.6,0,1,0,0,0
Illadopsis rufipennis,Passerida,73.4,57.1,23.6,14.7,17.9,6.4,4.9,0,1,0,0,0
Irena puella,Passerida,119.0,78.0,15.8,11.9,29.1,10.1,8.9,0,0,1,0,0
Ixonotus guttatus,Passerida,89.8,70.4,18.4,11.3,17.1,5.2,4.6,0,1,0,0,0
Junco hyemalis,Passerida,77.0,66.0,21.3,14.5,12.9,7.0,7.2,0,0,0,0,1
Kenopia striata,Passerida,73.0,52.0,20.6,13.3,16.8,4.2,4.6,0,0,1,0,0
Lagonosticta rubricata,Passerida,51.0,43.0,16.0,12.3,12.7,5.8,6.2,0,1,0,0,0
Lagonosticta senegala,Passerida,52.0,39.0,13.5,11.3,10.8,5.5,5.4,0,1,0,0,0
Lampropsar tanagrinus,Passerida,102.5,102.0,25.9,16.9,21.0,9.1,8.5,1,0,0,0,0
Lamprospiza melanoleuca,Passerida,93.0,63.5,21.5,19.5,20.0,9.6,8.9,1,0,0,0,0
Lamprotornis australis,Passerida,155.0,147.0,44.1,24.6,25.3,12.1,8.3,0,1,0,0,0
Lamprotornis caudatus,Passerida,182.0,213.0,43.6,26.2,28.9,13.6,10.9,0,1,0,0,0
Lamprotornis chalcurus,Passerida,146.0,90.0,34.2,24.1,27.5,12.5,9.5,0,1,0,0,0
Lamprotornis chalybaeus,Passerida,133.5,95.7,32.0,24.3,26.0,12.1,8.2,0,1,0,0,0
Lamprotornis chloropterus,Passerida,116.8,72.8,27.0,19.8,22.5,10.8,7.0,0,1,0,0,0
Lamprotornis corruscus,Passerida,104.5,75.0,24.0,19.4,20.9,10.4,7.1,0,1,0,0,0
Lamprotornis cupreocauda,Passerida,125.0,75.0,22.6,18.4,19.7,11.7,7.6,0,1,0,0,0
Lamprotornis hildebrandti,Passerida,118.0,76.0,32.2,20.8,20.7,9.1,7.3,0,1,0,0,0
Lamprotornis nitens,Passerida,133.0,92.7,33.0,22.8,26.4,12.0,8.7,0,1,0,0,0
Lamprotornis pulcher,Passerida,111.0,66.0,32.4,23.4,23.0,11.3,8.1,0,1,0,0,0
Lamprotornis purpureiceps,Passerida,118.0,71.0,24.9,18.9,21.1,11.0,6.9,0,1,0,0,0
Lamprotornis purpureus,Passerida,148.5,93.0,36.3,27.8,28.9,14.9,11.7,0,1,0,0,0
Lamprotornis purpuroptera,Passerida,162.5,176.5,41.8,27.2,28.0,13.5,10.8,0,1,0,0,0
Lamprotornis splendidus,Passerida,148.3,121.8,31.5,25.8,27.7,14.3,10.2,0,1,0,0,0
Lamprotornis superbus,Passerida,122.5,72.0,33.2,22.7,22.2,10.3,7.7,0,1,0,0,0
Lanio fulvus,Passerida,93.0,82.0,16.2,10.7,19.1,7.8,7.3,1,0,0,0,0
Lanio versicolor,Passerida,84.0,70.0,16.3,10.2,17.0,6.4,6.0,1,0,0,0,0
Leiothrix lutea,Passerida,70.0,56.5,24.7,17.0,14.7,6.6,5.4,0,0,1,0,0
Leptopoecile sophiae,Passerida,54.0,52.0,18.3,12.6,10.7,4.4,3.2,0,0,1,0,1
Leucopeza semperi,Passerida,82.0,53.0,24.4,18.2,18.6,7.2,5.6,0,0,0,0,1
Leucopsar rothschildi,Passerida,135.0,85.0,35.4,27.4,33.6,15.8,13.2,0,0,1,0,0
Leucosticte brandti,Passerida,117.0,71.0,22.2,15.3,14.3,7.8,7.9,0,0,1,0,1
Leucosticte nemoricola,Passerida,97.0,63.0,20.7,16.2,13.8,6.2,7.8,0,0,1,0,0
Liocichla steerii,Passerida,84.0,85.0,28.1,19.9,16.9,7.6,6.3,0,0,1,0,0
Loboparadisea sericea,Passerida,93.2,63.5,32.2,20.6,20.6,11.5,8.1,0,0,0,1,0
Locustella fluviatilis,Passerida,73.0,66.0,22.1,16.0,16.8,6.7,4.4,0,0,0,0,1
Locustella naevia,Passerida,60.0,44.0,20.2,14.3,14.4,5.6,4.1,0,0,0,0,1
Lonchura caniceps,Passerida,58.0,40.0,14.3,12.5,12.1,6.9,7.6,0,0,0,1,0
Lonchura cantans,Passerida,53.0,39.0,13.2,12.7,11.1,6.5,6.6,0,1,1,0,0
Lonchura punctulata,Passerida,54.0,34.0,15.6,15.1,13.2,8.0,8.6,0,0,1,1,0
Loxigilla noctis,Passerida,67.0,47.0,18.8,13.3,13.7,7.0,8.8,0,0,0,0,1
Loxigilla violacea,Passerida,79.0,67.0,20.3,14.5,16.4,11.0,11.9,0,0,0,0,1
Loxipasser anoxanthus,Passerida,62.0,43.0,17.3,11.9,10.3,7.6,7.8,0,0,0,0,1
Lullula arborea,Passerida,98.0,57.0,19.7,16.3,14.1,6.4,5.1,0,0,0,0,1
Luscinia luscinia,Passerida,86.0,69.0,26.0,18.7,16.4,7.5,5.3,0,0,0,0,1
Luscinia megarhynchos,Passerida,86.0,65.0,26.5,16.6,16.9,7.5,5.3,0,0,0,0,1
Macroagelaius subalaris,Passerida,129.0,144.5,30.9,19.9,27.7,12.6,12.7,1,0,0,0,0
Macronous ptilosus,Passerida,71.0,65.0,22.0,11.8,18.4,6.3,4.4,0,0,1,0,0
Macronyx aurantiigula,Passerida,92.0,72.0,32.9,26.1,19.2,7.5,6.7,0,1,0,0,0
Macronyx sharpei,Passerida,87.0,60.0,29.4,22.4,17.2,6.7,5.5,0,1,0,0,0
Macrosphenus concolor,Passerida,57.7,40.2,17.6,9.7,16.9,5.9,3.7,0,1,0,0,0
Malacocincla cinereiceps,Passerida,77.0,61.0,19.5,11.3,17.1,5.9,4.8,0,0,1,0,0
Malacocincla malaccensis,Passerida,65.0,29.0,27.3,14.2,17.7,6.6,4.5,0,0,1,0,0
Malacopteron affine,Passerida,75.0,63.0,20.1,10.7,17.1,6.4,5.0,0,0,1,0,0
Malacopteron magnirostre,Passerida,76.0,64.0,20.2,12.2,17.3,6.1,4.9,0,0,1,0,0
Malacopteron magnum,Passerida,88.0,66.0,22.6,12.5,20.6,7.1,6.2,0,0,1,0,0
Malimbus erythrogaster,Passerida,90.1,52.9,22.1,13.1,23.2,9.6,9.0,0,1,0,0,0
Malimbus malimbicus,Passerida,82.3,56.2,19.7,12.0,20.1,8.8,8.7,0,1,0,0,0
Malimbus nitens,Passerida,90.3,51.4,18.8,13.0,22.9,9.3,10.5,0,1,0,0,0
Malimbus racheliae,Passerida,80.0,46.0,20.3,10.8,18.2,7.9,9.2,0,1,0,0,0
